"Model(Num features)","B&B+HTC+MCF","B&B+HTC+MVW","B&B+HTC+MHV","BestFS+HTC+MCF","BestFS+HTC+MVW","BestFS+HTC+MHV","BT+HMO+MCF","BT+HMO+MVW","BT+HMO+MHV","BT+HTC+MCF","BT+HTC+MVW","BT+HTC+MHV","JavaPseudoBooleanLPalgorithm-SAT4J"
"Alarm System(13)","0.031164","0.025921","0.095529","0.022717","0.021262","0.088249","0.022718","0.019805","0.081259","0.023008","0.021552","0.09087","0.316006"
"LMF(13)","0.017184","0.013688","0.027377","0.01165","0.010486","0.0233","0.012815","0.010485","0.023009","0.011941","0.010776","0.023882","0.403382"
"Wewq(13)","0.011067","0.008737","0.017766","0.006407","0.005243","0.013689","0.006699","0.005533","0.014271","0.006116","0.005534","0.013689","0.440661"
"Video On Demand SPL FM(13)","0.030581","0.023882","0.083589","0.022135","0.018931","0.076307","0.022717","0.018349","0.07223","0.021552","0.018349","0.076599","0.329695"
"Video On Demand FM(13)","0.033494","0.02097","0.092908","0.024757","0.016019","0.085336","0.025339","0.020388","0.078928","0.024757","0.016019","0.08388","0.410663"
"MyHolidays(13)","0.053299","0.052716","0.087084","0.043397","0.047183","0.080385","0.034659","0.033494","0.070483","0.036115","0.036697","0.082132","0.378043"
"PortafolioLopez(13)","0.038154","0.034076","0.084754","0.029707","0.028542","0.078055","0.03029","0.027377","0.085337","0.033494","0.031746","0.08388","0.290085"
"Phone(13)","0.040776","0.031747","0.118247","0.031746","0.026504","0.10951","0.032911","0.026795","0.098734","0.032329","0.027086","0.108927","0.23533"
"cell phones SPL(13)","0.028251","0.023592","0.094074","0.020096","0.018058","0.086793","0.020388","0.018057","0.123781","0.029124","0.020678","0.09087","0.358238"
"FMConfig(13)","0.045726","0.045727","0.122616","0.036115","0.039319","0.114462","0.035824","0.036406","0.101938","0.036115","0.03961","0.114171","0.226593"
"Cell-Phone-SPL-2014(13)","0.030581","0.025048","0.101064","0.021844","0.019805","0.094364","0.034076","0.018057","0.080385","0.019805","0.018058","0.084462","0.392604"
"Cell-Phone-SPL-2014-Part2(13)","0.047766","0.033494","0.09087","0.037572","0.027669","0.082715","0.038154","0.024173","0.078347","0.037281","0.025048","0.083006","0.367557"
"Cell-Phone-SPL-2014-Mined(13)","0.043396","0.07223","0.112713","0.035532","0.025922","0.099316","0.03495","0.025338","0.091162","0.033203","0.025339","0.097277","0.348043"
"Magister 2014-ROLOG(13)","0.04427","0.041067","0.089414","0.035824","0.032911","0.080385","0.038154","0.03029","0.07456","0.039028","0.040775","0.10019","0.42406"
"MarketPlace-Sample(13)","0.019805","0.015144","0.050095","0.012815","0.011358","0.044562","0.013398","0.011358","0.042814","0.012524","0.011359","0.044852","0.31455"
"teste(13)","0.044852","0.038736","0.063202","0.036115","0.034368","0.057085","0.021844","0.018349","0.054754","0.020388","0.01864","0.057376","0.39377"
"SPL Studies(13)","0.039901","0.028251","0.108927","0.029125","0.021844","0.101646","0.03029","0.034367","0.093201","0.02796","0.021844","0.099316","0.267659"
"Content(13)","0.053881","0.03961","0.094366","0.043397","0.033493","0.086792","0.034659","0.032037","0.071356","0.042814","0.034076","0.090287","0.306686"
"Stamppy(13)","0.030581","0.029999","0.058832","0.022426","0.02563","0.054172","0.023299","0.024465","0.047182","0.023009","0.02563","0.054173","0.296784"
"search-engine(13)","0.043396","0.039901","0.108928","0.033785","0.033203","0.101646","0.033494","0.031746","0.092617","0.034076","0.033785","0.103103","0.292124"
"Javed Test 2(13)","0.059415","0.072521","0.118247","0.044269","0.048056","0.11184","0.042231","0.045435","0.099899","0.043978","0.050095","0.113005","0.197467"
"MoviesApp(13)","0.034659","0.034368","0.088831","0.027669","0.028833","0.08155","0.02796","0.027377","0.07456","0.027086","0.028834","0.080093","0.277852"
"Movie System(13)","0.038154","0.034659","0.087957","0.029416","0.029417","0.081259","0.029999","0.027961","0.073395","0.029125","0.029125","0.103685","0.33552"
"SmartHotel(13)","0.036989","0.022426","0.11417","0.028251","0.018348","0.10485","0.028251","0.017766","0.094948","0.02767","0.018348","0.103394","0.210574"
"Smart Queue(13)","0.022426","0.01864","0.036407","0.01631","0.015145","0.032329","0.017766","0.015436","0.032911","0.01631","0.015437","0.032329","0.374256"
"Online shopping software(13)","0.018349","0.014271","0.032329","0.01165","0.010777","0.028251","0.012524","0.011067","0.02796","0.01165","0.010485","0.02796","0.389692"
"2 - Eleição de um prefeito e um Vereador(13)","0.039027","0.034659","0.068735","0.031455","0.029707","0.062036","0.031746","0.025339","0.055046","0.031455","0.029416","0.063492","0.334064"
"Visit Indonesia Apps(13)","0.042231","0.055046","0.082424","0.033493","0.047474","0.083589","0.034659","0.029998","0.071648","0.033785","0.03262","0.07689","0.350664"
"Priscilinha(13)","0.027087","0.019805","0.094074","0.015436","0.013689","0.083297","0.017475","0.01398","0.082424","0.015436","0.013981","0.083297","0.329112"
"Home(13)","0.040483","0.028542","0.125529","0.028251","0.022135","0.116208","0.029416","0.021262","0.105724","0.027669","0.022427","0.115335","0.313968"
