"Model(Num features)","B&B+HB+MCF","B&B+HB+MVW","B&B+HB+MHV","BestFS+HB+MCF","BestFS+HB+MVW","BestFS+HB+MHV","BT+HA+MCF","BT+HA+MVW","BT+HA+MHV","BT+HB+MCF","BT+HB+MVW","BT+HB+MHV","JavaPseudoBooleanLPalgorithm-SAT4J"
"Alarm System(13)","0.049803","0.042523","0.155236","0.038154","0.035532","0.143586","0.038153","0.03495","0.136305","0.037571","0.035533","0.143587","0.581335"
"LMF(13)","0.025339","0.019805","0.039902","0.016892","0.016019","0.034367","0.01864","0.015145","0.033493","0.016601","0.016019","0.033784","0.746474"
"Wewq(13)","0.01864","0.015144","0.029416","0.011941","0.010194","0.0233","0.011359","0.010194","0.022136","0.010775","0.009903","0.033202","0.959086"
"Video On Demand SPL FM(13)","0.056794","0.043687","0.155528","0.04194","0.036115","0.14446","0.040775","0.035241","0.138343","0.039901","0.036115","0.143295","0.947145"
"Video On Demand FM(13)","0.057959","0.038154","0.163974","0.045144","0.031455","0.153489","0.045144","0.038737","0.145626","0.044561","0.031746","0.153197","0.899962"
"MyHolidays(13)","0.104268","0.102811","0.168633","0.086793","0.0932","0.159314","0.069609","0.066405","0.142421","0.0699","0.070192","0.160479","0.866469"
"PortafolioLopez(13)","0.074852","0.065822","0.166012","0.06058","0.057959","0.156401","0.060871","0.057085","0.141838","0.060289","0.057959","0.147955","0.57318"
"Phone(13)","0.055338","0.04427","0.15844","0.044562","0.037862","0.149411","0.044562","0.035824","0.140674","0.043978","0.039319","0.148247","0.497746"
"cell phones SPL(13)","0.043978","0.037862","0.148537","0.03262","0.031455","0.137761","0.033785","0.030581","0.132228","0.032329","0.030581","0.151159","0.650361"
"FMConfig(13)","0.06291","0.059124","0.163974","0.050969","0.053298","0.157858","0.049512","0.049512","0.145334","0.053882","0.057376","0.170672","0.358238"
"Cell-Phone-SPL-2014(13)","0.043687","0.037572","0.148829","0.034076","0.041066","0.126111","0.029999","0.027086","0.119995","0.028833","0.027668","0.124946","0.633759"
"Cell-Phone-SPL-2014-Part2(13)","0.075143","0.055047","0.151159","0.060871","0.047766","0.143294","0.060289","0.041649","0.135431","0.06058","0.04194","0.14446","0.607547"
"Cell-Phone-SPL-2014-Mined(13)","0.057085","0.040484","0.1398","0.045435","0.034659","0.131645","0.044852","0.034368","0.125529","0.044853","0.035532","0.131936","0.408042"
"Magister 2014-ROLOG(13)","0.06291","0.057667","0.139509","0.050968","0.051551","0.129898","0.050386","0.049804","0.12349","0.050677","0.053299","0.129315","0.454933"
"MarketPlace-Sample(13)","0.027669","0.021552","0.069026","0.018058","0.01631","0.061162","0.018932","0.016893","0.061163","0.017475","0.016311","0.061745","0.53823"
"teste(13)","0.079802","0.071065","0.103685","0.059416","0.057958","0.095821","0.041066","0.038736","0.092035","0.03961","0.037863","0.094947","0.844042"
"SPL Studies(13)","0.051551","0.036115","0.14679","0.039901","0.030581","0.139509","0.040776","0.049804","0.130189","0.03961","0.031164","0.138344","0.392896"
"Content(13)","0.083298","0.062619","0.149703","0.069609","0.063493","0.124073","0.050969","0.0466","0.106306","0.063492","0.049222","0.125237","0.584539"
"Stamppy(13)","0.050969","0.050386","0.092326","0.038736","0.043979","0.084462","0.039028","0.043688","0.081842","0.038737","0.04427","0.085337","0.678321"
"search-engine(13)","0.062328","0.053299","0.149412","0.048057","0.046599","0.166595","0.050678","0.048639","0.142712","0.051842","0.050678","0.151449","0.455515"
"Javed Test 2(13)","0.080967","0.082715","0.188147","0.065822","0.072813","0.166886","0.064075","0.068152","0.155528","0.066987","0.075725","0.173585","0.353577"
"MoviesApp(13)","0.057668","0.057085","0.143586","0.044561","0.048931","0.136305","0.045144","0.049222","0.129024","0.044852","0.049221","0.135722","0.533279"
"Movie System(13)","0.055628","0.049513","0.142131","0.05592","0.05592","0.127859","0.044852","0.040775","0.1165","0.042814","0.045435","0.119704","0.728417"
"SmartHotel(13)","0.057667","0.036698","0.176789","0.046309","0.03029","0.167469","0.047182","0.029708","0.158149","0.042523","0.027377","0.153489","0.329404"
"Smart Queue(13)","0.032038","0.027086","0.052425","0.023591","0.021844","0.0466","0.026504","0.023592","0.055338","0.024756","0.023883","0.050386","0.649196"
"Online shopping software(13)","0.027086","0.024174","0.059415","0.017184","0.016019","0.041358","0.017766","0.016018","0.040192","0.016893","0.015727","0.040193","0.657643"
"2 - Eleição de um prefeito e um Vereador(13)","0.064949","0.057376","0.11184","0.053007","0.049804","0.106306","0.052716","0.042814","0.093491","0.054173","0.049804","0.103977","0.622984"
"Visit Indonesia Apps(13)","0.061454","0.070482","0.1165","0.046891","0.062327","0.108053","0.047182","0.043979","0.105433","0.0466","0.045727","0.110966","0.634634"
"Priscilinha(13)","0.030873","0.02563","0.110967","0.02097","0.019514","0.099316","0.021261","0.018931","0.095822","0.019805","0.018349","0.097569","0.40542"
"Home(13)","0.043396","0.032329","0.14446","0.033785","0.026504","0.134266","0.033494","0.026212","0.128441","0.032911","0.026504","0.134558","0.374257"
"Windows .NET(13)","0.04893","0.043688","0.086792","0.039027","0.03728","0.078637","0.038737","0.036116","0.076016","0.039027","0.037571","0.078929","0.538812"
"HADAS-security(13)","0.062327","0.053881","0.158149","0.050095","0.053881","0.149994","0.050095","0.046309","0.145334","0.05126","0.048348","0.149702","0.441827"
"Ligne de produits de Eshop(13)","0.037572","0.043106","0.151741","0.027668","0.036114","0.139801","0.027378","0.035241","0.133975","0.026212","0.036406","0.138344","0.485514"
"MobilePhone(13)","0.0699","0.077764","0.123199","0.037862","0.035533","0.115626","0.052134","0.05592","0.120869","0.045144","0.057376","0.114461","0.63376"
"MoviesApp PL(13)","0.024173","0.020387","0.05359","0.023008","0.024465","0.05592","0.01864","0.015437","0.042522","0.017475","0.017475","0.04893","0.139218"
"Car PL(14)","0.055628","0.040192","0.171546","0.045435","0.034367","0.161644","0.052134","0.056794","0.15145","0.036115","0.034076","0.159896","0.371343"
"IDE4OCL(14)","0.070774","0.062909","0.129607","0.057667","0.056211","0.116791","0.05592","0.052717","0.110092","0.058833","0.056502","0.117957","0.532987"
"WB(14)","0.105432","0.065532","0.185527","0.092035","0.059706","0.177954","0.092327","0.077472","0.168634","0.053589","0.058833","0.17475","0.544346"
"MiniTV(14)","0.084754","0.07689","0.153489","0.0699","0.068152","0.144752","0.068153","0.066696","0.130189","0.07223","0.076017","0.133393","0.574928"
"Carro Model(14)","0.07689","0.046892","0.160478","0.055337","0.039901","0.151741","0.043105","0.039901","0.137762","0.043105","0.039901","0.14912","0.787248"
"CTOS MODEL(14)","0.071648","0.076599","0.140382","0.059124","0.068735","0.131937","0.04427","0.047183","0.104559","0.04427","0.049512","0.113005","0.759581"
"Mobile Phone, until relase 5(14)","0.054173","0.048639","0.094365","0.04427","0.04194","0.08621","0.044561","0.040193","0.081841","0.042813","0.041648","0.086792","0.636672"
"ELPS - ISE(14)","0.050678","0.04427","0.177954","0.039027","0.036698","0.171837","0.03961","0.036406","0.147664","0.054173","0.040775","0.185235","0.54056"
"UML-IDE-TOOL(14)","0.173585","0.173585","0.250475","0.159313","0.165721","0.244941","0.1165","0.103685","0.226592","0.118539","0.10485","0.235913","0.621819"
"Linha de produtos - SimulES e PnP(14)","0.079511","0.071938","0.205332","0.062328","0.063201","0.193099","0.062327","0.060871","0.185817","0.06524","0.064075","0.196885","0.566482"
"Car demo(14)","0.069318","0.077473","0.133393","0.058541","0.056502","0.135723","0.051842","0.056212","0.136888","0.053299","0.071939","0.131063","0.737445"
"Simple Drawing Tools(14)","0.085919","0.078637","0.163974","0.072522","0.069899","0.156693","0.071065","0.065531","0.159605","0.077764","0.078346","0.169799","0.513473"
"pruebapalabras(14)","0.070191","0.063784","0.180867","0.065822","0.056502","0.1631","0.062327","0.060288","0.172129","0.053881","0.054173","0.156983","0.569103"
"PhysEval(14)","0.05359","0.048638","0.150867","0.038445","0.041649","0.141838","0.038445","0.040484","0.126402","0.03757","0.041358","0.141256","0.583666"
"JhotDrawn(14)","0.057086","0.052134","0.19339","0.045435","0.044853","0.184362","0.043979","0.058541","0.185235","0.047183","0.048056","0.197176","0.36348"
"Mobile Media(14)","0.037863","0.03961","0.097569","0.026504","0.033785","0.090288","0.02796","0.032037","0.086501","0.026212","0.03262","0.091452","0.719679"
"User Model(14)","0.073977","0.063493","0.166886","0.054755","0.055628","0.168925","0.054463","0.05359","0.148538","0.054173","0.055046","0.162518","0.604635"
"Buzzard Radio play DB(14)","0.084171","0.070774","0.16543","0.070774","0.061745","0.158732","0.070191","0.059706","0.144169","0.071356","0.062328","0.159022","0.523377"
"RE Process(14)","0.045143","0.038736","0.076016","0.034951","0.03262","0.069317","0.035824","0.03262","0.066987","0.034949","0.032329","0.068153","0.617741"
"Mobile Media JULIO(14)","0.050677","0.038154","0.117082","0.038445","0.032329","0.109219","0.039319","0.030873","0.106306","0.056503","0.035242","0.119412","0.549297"
"matrices(14)","0.07689","0.073686","0.173003","0.065823","0.057085","0.145916","0.045727","0.041358","0.1398","0.044853","0.043688","0.145624","0.586577"
"Mobile media v4(14)","0.046309","0.046309","0.081259","0.029126","0.025921","0.071647","0.029417","0.025921","0.069318","0.026795","0.026212","0.070774","0.805598"
"Mobile Phone Software(14)","0.056503","0.045726","0.173877","0.04427","0.038154","0.163974","0.044852","0.036698","0.152615","0.043396","0.037572","0.161643","0.488427"
"Celular(14)","0.0699","0.058832","0.176497","0.057668","0.052425","0.172129","0.057667","0.050386","0.157566","0.057667","0.052716","0.166886","0.514056"
"Pip(14)","0.017766","0.014562","0.026795","0.010777","0.009903","0.022717","0.010776","0.009902","0.022717","0.010776","0.009903","0.022426","0.948019"
"AGORA(14)","0.055046","0.061453","0.164556","0.041358","0.053299","0.164848","0.039318","0.047183","0.137179","0.038445","0.049513","0.14446","0.535609"
